,prompt,temperature,top_p,max_tokens,__index_level_0__,problem,entrypoint,assertions,username,submitted_text,total_tests,prints,last_attempt,first_attempt,completion
40,"def add_word(word, line_number, map):
    """"""
    input: 'bright', 1, {'twas': [1]} output: {'twas': [1], 'bright': [1]}
    """"""
    ",0.2,0.95,512,1073,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student17,"input: 'bright', 1, {'twas': [1]} output: {'twas': [1], 'bright': [1]}",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",False,True,"


    if word in map:
        map[word].append(line_number)
    else:
        map[word] = [line_number]
    return map
"
41,"def add_word(word, line_number, map):
    """"""
    input: 'bright', 1, {'twas': [1]} output: {'twas': [1], 'bright': [1]}
    """"""
    ",0.2,0.95,512,1074,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student17,"input: 'bright', 1, {'twas': [1]} output: {'twas': [1], 'bright': [1]}",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",True,False,"


    if word in map:
        map[word].append(line_number)
    else:
        map[word] = [line_number]
    return map
"
42,"def add_word(word, line_number, map):
    """"""
    If the word already exist in the map, add the line_number at the very end of the list for the word in the map. If word does not exist in the map, create the word as a category at the end of the map and add line_number in the list for the word. 
    """"""
    ",0.2,0.95,512,1075,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student18,"If the word already exist in the map, add the line_number at the very end of the list for the word in the map. If word does not exist in the map, create the word as a category at the end of the map and add line_number in the list for the word. ",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",True,True,"


    if word in map:
        map[word].append(line_number)
    else:
        map[word] = [line_number]
"
43,"def add_word(word, line_number, map):
    """"""
    if word isn't in map, add the word and number to map, following the format in map. if the word is in map already, add the number to the word 
    """"""
    ",0.2,0.95,512,1076,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student21,"if word isn't in map, add the word and number to map, following the format in map. if the word is in map already, add the number to the word ",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",False,True,"


    if word not in map:
        map[word] = [line_number]
    else:
        map[word].append(line_number)
    return map
"
44,"def add_word(word, line_number, map):
    """"""
    if word isn't in map, add the word and number to map, following the format in map. if the word is in map already, add the number to the word. return word
    """"""
    ",0.2,0.95,512,1077,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student21,"if word isn't in map, add the word and number to map, following the format in map. if the word is in map already, add the number to the word. return word",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",False,False,"


    return word

"
45,"def add_word(word, line_number, map):
    """"""
    if word isn't in map, add the word and number to map, following the format in map. if the word is in map already, add the number to the word. return map
    """"""
    ",0.2,0.95,512,1078,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student21,"if word isn't in map, add the word and number to map, following the format in map. if the word is in map already, add the number to the word. return map",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",True,False,"


    return map
"
46,"def add_word(word, line_number, map):
    """"""
    This function adds the input ""word"" and ""line_number to the dictionary ""map"". ""word"" is the key and ""line_number"" is the value. ""line_number"" will be a list in the dictionary.
    """"""
    ",0.2,0.95,512,1079,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student25,"This function adds the input ""word"" and ""line_number to the dictionary ""map"". ""word"" is the key and ""line_number"" is the value. ""line_number"" will be a list in the dictionary.",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",False,True,"


    # Your code here

    return map
"
47,"def subtract_add(lst):
    """"""
    Iterates through the inputted list. For the first two elements, subtract the second from the first and save that result. For the next element, add it to the result. Continue to alternate adding and subtracting until the end of the list is reached.
    """"""
    ",0.2,0.95,512,108,subtract_add,subtract_add,"assert subtract_add(['1', '2', '3', '4']) == -2
assert subtract_add(['0', '2']) == -2
assert subtract_add(['0', '0']) == 0
assert subtract_add([ ]) == 0",student70,"Iterates through the inputted list. For the first two elements, subtract the second from the first and save that result. For the next element, add it to the result. Continue to alternate adding and subtracting until the end of the list is reached.",4,"print(subtract_add(['1', '2', '3', '4']))
print(subtract_add(['0', '2']))
print(subtract_add(['0', '0']))
print(subtract_add([ ]))
",False,True,"


    # Your code here

    return result
"
48,"def add_word(word, line_number, map):
    """"""
    This function adds the input ""word"" and ""line_number to the dictionary ""map"". ""word"" is the key and ""line_number"" is the value. ""line_number"" will be a list in the dictionary. The function returns the dictionary.
    """"""
    ",0.2,0.95,512,1080,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student25,"This function adds the input ""word"" and ""line_number to the dictionary ""map"". ""word"" is the key and ""line_number"" is the value. ""line_number"" will be a list in the dictionary. The function returns the dictionary.",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",True,False,"


    return map
"
49,"def add_word(word, line_number, map):
    """"""
    Count the number of unique strings in a set and return the set
    """"""
    ",0.2,0.95,512,1082,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student26,Count the number of unique strings in a set and return the set,3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",True,False,"


    # Add the word to the set
    map.add(word)

    # Increment the line number
    line_number += 1

    # Return the set and the line number
    return map, line_number
"
50,"def add_word(word, line_number, map):
    """"""
    Add word and line number to map.
    """"""
    ",0.2,0.95,512,1083,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student30,Add word and line number to map.,3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",False,True,"


    return map
"
51,"def add_word(word, line_number, map):
    """"""
    If word is already present in map, add line_number to the array corresponding to the ""word"" key in map. 

Otherwise, add line_number as a new value to map, with word as its corresponding key.
    """"""
    ",0.2,0.95,512,1084,add_word,add_word,"assert add_word('bright', 1, {'twas': [1]}) == {'twas': [1], 'bright': [1]}
assert add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}) == {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5, 5]}
assert add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}) == {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6], 'laughing': [7]}",student30,"If word is already present in map, add line_number to the array corresponding to the ""word"" key in map. 

Otherwise, add line_number as a new value to map, with word as its corresponding key.",3,"print(add_word('bright', 1, {'twas': [1]}))
print(add_word('five', 5, {'one': [1], 'three': [3, 3, 3, 5], 'five': [3, 5, 5, 5, 5]}))
print(add_word('laughing', 7, {'i': [1, 6], 'heard': [1], 'a': [1, 4], 'asked': [6]}))
",True,False,"


    if word in map:
        map[word].append(line_number)
    else:
        map[word] = [line_number]
"
